,index,region,name,2007_count_gain,2008_count_gain,2009_count_gain,2010_count_gain,2015_count_gain,2016_count_gain,2017_count_gain,2018_count_gain,2019_count_gain,2020_count_gain,2007_area_gain,2008_area_gain,2009_area_gain,2010_area_gain,2015_area_gain,2016_area_gain,2017_area_gain,2018_area_gain,2019_area_gain,2020_area_gain,2007_count_loss,2008_count_loss,2009_count_loss,2010_count_loss,2015_count_loss,2016_count_loss,2017_count_loss,2018_count_loss,2019_count_loss,2020_count_loss,2007_area_loss,2008_area_loss,2009_area_loss,2010_area_loss,2015_area_loss,2016_area_loss,2017_area_loss,2018_area_loss,2019_area_loss,2020_area_loss
10,27,BRN,Brunei Darussalam,1625,2365,2811,2795,2911,2691,2721,3014,3931,4040,98.43078364756609,143.25554965479367,170.2716868167499,169.3028771209404,176.329770364759,163.0031721905585,164.820373017497,182.56877685016968,238.11514079163857,244.71735655294657,1342,2408,2229,2498,3416,3876,3836,3287,2844,3501,81.28880386477056,145.8592214126985,135.01545877479296,151.30974336252234,206.91958875910302,234.78484157677616,232.3622509580377,199.10689688842803,172.27030813454456,212.0664283305362
11,32,KHM,Cambodia,2763,5722,5470,5852,6215,7017,7659,8021,10219,13556,164.91394859416584,341.6009458647958,326.53289603821975,349.404250761174,371.11352630795824,419.0360214564264,457.3281291245287,478.90013734114024,610.0625571328256,809.438754882701,38778,55218,59517,62175,70144,71938,71106,68259,63994,56457,2315.5213689379543,3296.992216284908,3553.4641473278825,3711.9173334862226,4187.373707913685,4294.264520340972,4244.612418626086,4074.4560871238273,3819.7635615295285,3369.8333977122875
12,33,CMR,Cameroon,27544,37445,39707,44555,52727,51249,48917,49721,55222,56733,1669.7042981977393,2269.9732153719815,2407.1128103261817,2701.126945232065,3196.4921053124135,3106.929718603953,2965.510143014999,3014.1650503660176,3347.5346350120703,3439.2619774542995,12846,24395,26502,27961,28506,35720,39000,40152,37752,44642,778.8266480244639,1478.917771539634,1606.6110874108867,1695.0040404710712,1728.0246523068818,2165.298199063644,2364.1034722851746,2434.0290148127556,2288.553949872795,2706.0528409133003
13,38,CHN,China,38889,58636,53955,38621,29723,29838,33488,39223,47502,48623,2175.9902887460894,3286.5781510764764,3027.2055199727033,2168.395564925908,1679.3120684586916,1688.0127636918764,1895.36719139603,2220.325522160838,2691.2383340563574,2750.783172611608,84740,118419,125685,115193,96095,86948,88961,101245,110669,116501,4785.129483435671,6696.058166684398,7109.061817504171,6513.807817214501,5431.197817426525,4912.489493405218,5026.866433179527,5724.767211678956,6258.899776647659,6591.387896856517
14,40,COL,Colombia,74689,111732,116248,117796,121165,121356,126289,140747,146010,132493,4492.660999777377,6721.84787805253,6996.346390996492,7091.5193350901,7303.280356541668,7319.29536929133,7618.209284173303,8486.502569569908,8797.826498185892,7975.285490600529,256535,320633,308688,294427,318844,334837,340315,321886,300969,292783,15367.690308844123,19222.424786769752,18506.658755603814,17660.215311673513,19130.590422828467,20099.421899172434,20426.497201172093,19318.47498677943,18062.257217328224,17581.973381843134
15,41,COM,Comoros,23,42,47,32,15,13,20,42,39,12,1.366781314515785,2.495883483096904,2.7933264346419433,1.9020484268167162,0.8917783179797021,0.7729345823050637,1.1886772717752987,2.4960140148891328,2.317770236523205,0.7133876595751343,4,11,15,25,41,48,39,20,14,7,0.23765812423887994,0.6536341154794727,0.8913583013502694,1.4855845708766033,2.4366348741502053,2.8528597901011152,2.3182715474316087,1.1885228663461318,0.8320348206750218,0.4161272194249829
16,42,COG,Congo,378,516,581,533,429,399,430,522,656,709,22.917819186825845,31.285269764788016,35.22663026484912,32.317367033829896,26.012205677684914,24.19345781242142,26.073109093995313,31.65145405771426,39.776331537711734,42.99012180564,351,575,601,641,770,869,919,919,849,923,21.281733499048137,34.86209292508401,36.437989503195126,38.86084068333087,46.67954562394768,52.680703676355954,55.71235669797635,55.71396357304983,51.47204487619818,55.95731645252482
17,43,CRI,Costa Rica,19672,25920,28193,28944,29922,30448,30926,29231,27115,27731,1180.2059691039588,1554.964506354478,1691.3519542755432,1736.3719480815428,1795.0565362136485,1826.6387590978013,1855.3865743096032,1753.7324302302388,1626.8304105949667,1663.7554317898264,13051,19879,21476,23216,26707,27751,28141,30372,38012,46398,782.6918354976848,1192.0368205244017,1287.7498516508172,1392.0965189660399,1601.592681845838,1664.2157487044083,1687.6648807430568,1821.4720234105791,2279.3741890804854,2781.7052640603074
18,45,CUB,Cuba,85283,120785,128273,124722,110548,107718,113556,134679,154052,157968,4817.622618861537,6821.876038516388,7243.39549762977,7041.487653201142,6240.770512600304,6079.924633780297,6407.989452262632,7598.411858208787,8692.828616822984,8915.172208266544,433237,581929,587035,646542,799801,856260,840440,810324,816541,826998,24491.87290531549,32896.15564144666,33192.07197900383,36561.386139913615,45234.69782425763,48430.158224791034,47542.56283118672,45845.039977501765,46196.34933911034,46782.84598217621
19,48,CIV,Côte d'Ivoire,2578,4312,4688,4440,3456,3035,3008,3254,3499,3682,156.11836703532305,261.12718310821845,283.8995319493091,268.8839868689415,209.29571189346854,183.79929941514845,182.16316486630484,197.0638235995416,211.90138636605062,222.98569968304645,2539,4188,4439,4863,8220,10270,11227,11286,11037,10953,153.7844955390672,253.6565741342856,268.84129856565073,294.51188624089775,497.80816084504494,621.9609965776866,679.9177051282072,683.4893247106912,668.4091464640604,663.3159414317183
20,50,COD,Democratic Republic of the Congo,3350,4511,4307,3506,3548,3759,4220,4713,6139,6342,202.55191709639539,272.7484900121302,260.4132239212561,211.9811714734359,214.52206229019885,227.28096547316605,255.1542298012816,284.9625590642278,371.1849327375994,383.45944575155136,3320,5995,5987,6908,7165,7801,7917,7864,8046,9022,200.7399166112816,362.4813851235209,361.99731449645515,417.68546438493223,433.22438916265696,471.6799068062391,478.69427468480455,475.489266305182,486.49338338212004,545.5052485169043
